1.012537032263093772e+00 1.402956919057698926e+00 6.545196528532122304e-01
3.369014790161004580e+00 6.205661786869885788e+00 4.875261270136125979e+00
2.923974171895686869e+00 6.304569131430854512e+00 4.089196585183387356e+00
5.434922059485186585e-01 9.417915984728134626e-01 7.008334954790598204e-01
3.058397070163380693e+00 5.733914201717627002e+00 5.103779603125698117e+00
9.074500585897384841e-01 2.428951448804283597e+00 2.234350083791102115e+00
2.788483381752747459e+00 6.053396623707167024e+00 4.942542934700138169e+00
2.129714185808317062e+00 6.571134854158207972e+00 8.944053009999922921e+00
3.319068059654514347e+00 5.937843367391516303e+00 4.449356414906988633e+00
2.045860466497902319e+00 6.145271795322401864e+00 7.595040816851477139e+00
2.617603728826529697e+00 6.246252899906951761e+00 4.343094153145882430e+00
1.217335630580694605e+00 1.495341229085517032e+00 1.377287114178474825e+00
1.027309627990784735e+00 6.537220906331335790e-01 1.102836224072646143e+00
1.824044055861797409e+00 3.321186141278218873e+00 2.773269965316196739e+00
1.578026588813631337e-01 2.473145900605978831e+00 3.341280723105597428e+00
2.966386022801757782e+00 6.324188701435281779e+00 5.012065068596434969e+00
1.457699601731871519e+00 5.837467334783392303e+00 8.842862364236998118e+00
1.172635632766656943e+00 3.156709998464537481e+00 3.522229652660529897e+00
2.206138787166166626e+00 5.832624633148376425e+00 8.375218658477209033e+00
1.446633945799375098e+00 2.283519004323480317e+00 3.271680953205095665e+00
2.797675250283353510e+00 5.488913814559249538e+00 3.840847117008816980e+00
1.285171526901828232e+00 6.888129063501435834e-01 6.150803251049231646e-01
2.468965372601775954e+00 5.824833966533388363e+00 4.144840570317271933e+00
1.427112704818676026e+00 3.348294111139622942e+00 3.036369060973644451e+00
8.143168759079493224e-01 6.889878879216723151e-01 8.809060221024676007e-01
3.485112300559836562e+00 6.350439584636217383e+00 4.958866425716523807e+00
1.783860836322897825e+00 6.404692120889812657e+00 7.657230207328750815e+00
3.179031037196762277e+00 5.731963469716724546e+00 4.984752170483636391e+00
1.394963943333403567e+00 1.205245824691456136e+00 7.767517141423144755e-01
1.097991446823363137e+00 2.283215948492135716e+00 3.606066444647578084e+00
2.466900588249359316e+00 6.574697937283659144e+00 4.399288508707391188e+00
2.133764181154995221e+00 6.121428097451803829e+00 9.012132427474327301e+00
3.293487154768975245e+00 6.162329931053159626e+00 4.244756613006050117e+00
3.203258315415709045e+00 5.442623401373813508e+00 4.458677954599064464e+00
1.519815008289937097e+00 5.826046069418086226e+00 9.011326355318102443e+00
3.730410263696757323e-01 4.020841091611859763e-01 1.263463556902809426e+00
2.038125135125388177e+00 1.447279603782355206e+00 6.644448382882929272e-01
2.687696547310448825e+00 5.986305556426448682e+00 5.162193692637965903e+00
3.304446268565245148e+00 5.962909002911761291e+00 4.987101090368756928e+00
1.380987307550197052e+00 3.065055838579362035e+00 3.826899317500961573e+00
3.073570136933225783e+00 6.411015830965176576e+00 5.363437563423145704e+00
4.945978015957972485e-01 3.037274563631121360e+00 3.412907162691214413e+00
2.159856268574439353e-01 9.738379467478855966e-01 1.524454824686517718e+00
8.333524137037686685e-01 6.166026965708683028e-01 5.801405743411111038e-01
1.418677290696539917e+00 1.010661609140228734e+00 1.182242200233428964e+00
3.609089945886534867e+00 6.154076974804512545e+00 4.798328979887125811e+00
1.978405523098470731e+00 6.265567861175517450e+00 7.415053037458781304e+00
8.519775012102679401e-01 1.024669261603175174e+00 1.062664233240487643e+00
2.795609293523493299e+00 6.387359351658147943e+00 4.071169168985336206e+00
8.913967794458508287e-01 3.062455870623149057e+00 2.678318534090151637e+00
1.737268560625403246e+00 5.796515870634226353e+00 7.937519927478905224e+00
-2.647642295860066497e-01 1.055383390455487902e+00 5.101375226776686533e-01
1.383809672409177072e+00 6.149794442374329151e+00 8.052201970183347157e+00
2.749879250507265116e+00 5.870968713619060253e+00 4.927345870584081133e+00
1.214499964202411686e+00 1.209269168543802397e+00 5.317775979570242839e-01
-1.093943519707916145e-01 2.428232234103316678e+00 3.035591321456112546e+00
8.592646012888284224e-01 2.329695355265314571e+00 3.373113901954877925e+00
-2.367100627114748779e-01 3.251014408399110600e+00 2.470709017838314203e+00
2.315434245275735492e+00 5.217742957427026873e+00 4.049716245430819761e+00
1.043809036294057524e+00 2.611938291589519956e+00 2.860733854336716231e+00
7.751309628933089613e-02 2.987656236243188879e+00 2.525505604421506956e+00
1.532804932668767384e+00 6.430373857992660369e+00 7.560686797887517407e+00
7.222198922124739573e-01 3.202291553896119414e+00 4.194760986874969788e+00
3.201684029180774438e+00 5.677504305581931199e+00 5.841955219821890033e+00
1.978186049938047253e+00 6.075264988811002631e+00 7.939458624031466627e+00
2.789486358482994977e+00 5.585131855803490808e+00 5.658084707638484367e+00
2.266232366965981626e+00 6.171777737137002617e+00 7.927855068656318949e+00
1.199891041760015931e+00 1.613455207471438335e+00 1.144172133080114007e+00
1.307920266982521840e+00 1.403415353939663657e+00 -3.206549248586034739e-01
3.303671467021081831e+00 5.836326138798074936e+00 4.935191626332962933e+00
2.533055131292712758e+00 6.278502235334472381e+00 7.361720604134468715e+00
3.148637155543694277e+00 5.384593117378135396e+00 4.928596626408974224e+00
4.502780902535599150e-01 3.917069331931831044e+00 2.549665451118668713e+00
1.571831621851516925e+00 8.151751947274007426e-01 6.207426389488726048e-01
6.539125600338989708e-01 2.676599055637606028e+00 2.430918380297710346e+00
2.324723762614451683e+00 5.531101015130143850e+00 9.080081054782292327e+00
2.593812658824178552e+00 5.804321896024597471e+00 7.640925445487954271e+00
9.992902806147332395e-01 1.369662481495928841e+00 2.558775221901911756e+00
8.632691000974904716e-01 1.599132447647920952e+00 4.809345188096691981e-01
1.134720178184321027e+00 1.791626575985818981e+00 6.727112215309885013e-01
2.097585759177585274e+00 6.637710882386061328e+00 7.921813776794758510e+00
1.774293338638230022e+00 5.284215229991537477e+00 7.951252736485585615e+00
3.554529004107437107e+00 5.602065185133574765e+00 5.080037130835826531e+00
3.051019457620768094e+00 5.603919581847271125e+00 4.242639954186900653e+00
2.916679202661063286e+00 5.716161982249841067e+00 4.715381906895755648e+00
2.542203790929196128e+00 5.686724452504261507e+00 4.882682106960167800e+00
3.420900945494262491e+00 6.889488294253616196e+00 5.963123044836791564e+00
7.318072110215805282e-01 3.197637481772056756e+00 2.266986039645829010e+00
2.885870575497179846e+00 6.239673814543142960e+00 4.721020480875663949e+00
1.052877830825941885e+00 4.466843218918245206e+00 2.834476231607810259e+00
1.898338956015387158e+00 6.045700869016439327e+00 6.587195252786602673e+00
1.737040457303029584e+00 2.438753295744231053e+00 2.926253492201015494e+00
2.108940571318387747e+00 5.848311307279420390e+00 8.095903446485730015e+00
1.881676468918728862e+00 5.000244377735985069e+00 7.920988109080253636e+00
1.077325812488701073e+00 2.530816089901195554e-01 1.688992193065888436e+00
1.549251153071000919e+00 2.611963583630981134e+00 2.827590401100263495e+00
1.171127434107616327e+00 1.661722609699933795e+00 1.222869594816262673e+00
2.776327910327698767e+00 5.862797213934471507e+00 8.087321125119553145e+00
1.557335956811819244e+00 3.353525436908661561e+00 2.144772526265394053e+00
2.814913541653806917e+00 5.910885939115652299e+00 8.196591356293579267e+00
1.863015277705122097e+00 6.460468156951657548e+00 4.989551596358260177e+00
1.700984340134704453e+00 2.195467624697017062e+00 2.828639873344341193e+00
1.451628800756387117e+00 1.672789408712684001e+00 7.774092059889303741e-01
1.891417901538854807e+00 3.087541494537242581e+00 3.698369409388684748e+00
9.778864006332950165e-01 2.690246449978739740e+00 3.011506697508328667e+00
2.293932223026265982e-01 2.289541109662194707e+00 2.094160101722495337e+00
1.080256574076480902e+00 6.842415650931988891e-01 9.068893395166532923e-01
6.148153584102840075e-01 7.467417416014960896e-01 1.231702268416117407e+00
2.218566243697238427e+00 6.170081539883363497e+00 8.095887875513030352e+00
7.724081753401581540e-01 1.502660330944680656e+00 1.904308021958770691e+00
6.074353702785567632e-01 3.143656104634100057e+00 2.748432030138611815e+00
1.114603796498107924e+00 5.607153316651315222e+00 8.056818999857283004e+00
2.921073187812965433e+00 6.163263445658103024e+00 4.216496583184830449e+00
8.612328669212936383e-01 9.363378593006663753e-01 7.263231716190929887e-01
1.297554319250089128e+00 9.750043503307491699e-01 3.160317058267504420e-01
1.120624225842763444e+00 6.550377101447825368e+00 7.556799374431075300e+00
2.125496105270385350e+00 1.602947237203270703e+00 1.246549268183362091e+00
2.734748861725923241e+00 6.088430092137764760e+00 4.711385153968078221e+00
3.071028317026948118e-01 3.677121051689026032e+00 2.966001823797692616e+00
1.735870284530818486e+00 5.770092010978514985e+00 7.846684920161588472e+00
8.371956732366870879e-01 1.376955566843834244e+00 1.769116090694794474e-01
8.498507929575965791e-01 3.517347959611615060e+00 3.203293385841631036e+00
2.095368687494657767e+00 6.940928021351425059e+00 8.425889701650342900e+00
1.224126419256625242e+00 2.336639146705110637e+00 3.269027913845374833e+00
3.260685532750985161e+00 6.533712593576742833e+00 5.243600813045562248e+00
2.760927375323882327e+00 5.145792635085104649e+00 7.927898412732646172e+00
1.416874413972312619e+00 6.155168209199241680e+00 7.580077481311652043e+00
2.416162855869305126e+00 6.519922772761828078e+00 8.191010184590210130e+00
3.004296723270948100e+00 6.172299115583217421e+00 5.527499692616209437e+00
2.760245332419383413e+00 5.634881513438263489e+00 4.453592822262177009e+00
9.993829531643891873e-01 -1.170660151216151856e-01 9.206576866484971200e-01
7.880953915524621101e-01 3.261570718711000794e+00 2.607888222991626925e+00
2.324746803944020890e+00 5.756457725672878389e+00 5.204300116968051171e+00
2.086903423601854879e+00 6.385845245921685454e+00 7.936072967997226613e+00
2.497194360062918506e+00 6.059286417360759458e+00 4.859641637093350397e+00
1.015111325936226327e+00 1.090580170811775496e+00 5.206145928855512306e-01
1.290571376513608870e+00 3.123804053769278610e+00 2.966960483116867664e+00
1.108533057590476600e+00 1.050262080586857216e+00 1.768850865927584337e+00
5.269579674368902733e-01 1.746644803573644378e+00 -1.294764984743599356e-01
1.216880195501541584e+00 2.840900485003862386e+00 3.336606611771700592e+00
2.030658909235459220e+00 6.258391068742913177e+00 5.251493708712696495e+00
3.479286181793265875e+00 7.104071617281627837e+00 5.515582267307530984e+00
4.273705080608698470e-01 3.991824607520814361e+00 2.586636277826893870e+00
2.474764926017912536e+00 6.481116312736160623e+00 7.887760193593486235e+00
2.021274430892315621e+00 6.352959070265316477e+00 7.663431840851075094e+00
1.038574795180100985e+00 2.984531735341075187e+00 3.614893118512860326e+00
2.632398701834152366e+00 6.697956266429833327e+00 4.683385462439126457e+00
1.115473034092009152e+00 2.760684625444173701e+00 2.871940317955225197e+00
1.242087837850147647e+00 1.080660645645958429e+00 1.384101240800323929e-01
1.811543081496025831e+00 6.015572052907726786e+00 7.624896700688776896e+00
1.281601878403875849e+00 2.255912205113041580e+00 3.328178951168102806e+00
2.383217751963308206e+00 6.246506355722371673e+00 5.664297367078423129e+00
3.266591557528084611e+00 5.808569272119737725e+00 5.513696029102070462e+00
4.719518946503008516e-01 2.837138841837516523e+00 2.511429830767391458e+00
1.115435185722555733e+00 2.886883244648492219e+00 3.203505025567228159e+00
1.865206569726956198e+00 5.139209082928777761e+00 7.927829768694409474e+00
3.836465786254807497e+00 6.610912454195808863e+00 6.027909708592872562e+00
6.896109621127090028e-01 4.040054505835682264e+00 3.393526364074474611e+00
1.708786298724342512e+00 4.863502603875202723e-01 1.427243109735419235e+00
2.095051823945699887e+00 5.337544776016272863e+00 8.439989923524757742e+00
8.616741748880442087e-01 3.084501896746607130e+00 2.470926089665729908e+00
3.425510841186996114e-01 3.278083083983328816e+00 3.291070277657363263e+00
2.964595483051305269e+00 6.409783394568741244e+00 4.720865548616652418e+00
3.043931299897112641e+00 5.911583946206010687e+00 4.784993718911861649e+00
2.113998778832890224e+00 6.672172692587685638e+00 8.648513821999719298e+00
5.002829986599206524e-01 1.541180323039698763e+00 9.064753555380653527e-01
2.206979626902628056e+00 6.149303277962371084e+00 7.747808646201004734e+00
1.819915046024505267e+00 2.763514465423027477e+00 3.108677875628938825e+00
9.768805121108867784e-01 2.492775626414430512e+00 2.894872161833111690e+00
8.658720149064497162e-01 2.772685680460287294e+00 2.972069766070204899e+00
1.070822681364674178e+00 9.381360541817905796e-01 7.451286026850336697e-01
2.331723811035528282e+00 5.249798944502677145e+00 7.754255814293538052e+00
1.290547420342182061e+00 5.923685941943561239e+00 8.075753685613285882e+00
